Record,exclude,Countytype,Age,Gender,BUS,BUS_history,EI,NascEntr,BUS_current,BRT,HPSs,RES_HPSs,ZRE_HPSs,ZHPSs,ZBRT
450,0,3,60,0,1,0,8,0,0,2.625,4.692307692,1.182296962,1.892381965,1.788063642,0.235312347
451,0,2,78,1,1,1,11,0,1,2.25,3.461538462,0.107226981,0.171627274,-0.145646019,-0.183394746
452,0,1,51,0,1,1,13,0,1,3.5,3.692307692,0.105489604,0.168846432,0.216924543,1.212295564
453,0,2,41,0,1,0,11,0,1,3.625,4.230769231,0.558609633,0.894109374,1.062922519,1.351864595
454,0,3,50,0,1,0,10,0,1,2.875,3.615384615,0.020032376,0.032063778,0.096067689,0.514450409
455,0,3,36,1,0,-1,16,0,-1,3.875,3.538461538,-0.174284279,-0.27895904,-0.024789165,1.631002657
456,0,1,40,1,1,0,6,0,0,1,3.923076923,0.24446771,0.391294488,0.579495104,-1.579085055
457,0,3,35,0,1,0,19,0,0,3.25,4.230769231,0.507404728,0.812150913,1.062922519,0.933157502
458,0,3,43,0,1,0,22,1,2,4.125,4.923076923,1.267985628,2.029535059,2.150634204,1.910140719
459,0,3,45,1,1,1,13,0,1,4.125,3.846153846,0.210215387,0.336470295,0.45863825,1.910140719
460,0,3,70,1,1,0,13,0,1,2.75,4.538461538,1.115876851,1.786070079,1.546349935,0.374881378
461,0,3,57,0,1,0,11,0,1,3.5,2.384615385,-1.150997799,-1.842284593,-1.837641972,1.212295564
462,0,3,50,1,1,0,10,0,1,4,3.769230769,0.175963064,0.281646101,0.337781397,1.770571688
463,0,1,38,0,1,1,8,0,1,3.5,2.538461538,-1.159300511,-1.855573897,-1.595928264,1.212295564
464,0,3,56,1,1,0,12,0,1,3.375,3,-0.5420628,-0.867624547,-0.870787141,1.072726533
466,0,3,51,1,1,0,24,0,0,3,4.846153846,1.261420292,2.019026597,2.02977735,0.65401944
467,0,3,57,0,1,1,21,0,1,2.875,2.384615385,-1.150997799,-1.842284593,-1.837641972,0.514450409
468,0,3,42,1,1,1,24,1,2,3,4.846153846,1.184612934,1.896088906,2.02977735,0.65401944
469,0,3,51,0,1,0,10,0,1,3,3.846153846,0.259335758,0.415092254,0.45863825,0.65401944
470,0,3,39,0,1,1,9,0,1,3,4.692307692,1.003079793,1.605527352,1.788063642,0.65401944
471,0,3,53,1,1,0,17,0,1,2.375,3.461538462,-0.106126791,-0.169866312,-0.145646019,-0.043825715
472,0,3,59,1,1,1,23,0, ,4.571428571,3.923076923,0.406616576,0.650829614,0.579495104,2.408601544
473,0,1,69,0,1,0,9,0,1,1.666666667,3.384615385,-0.048587988,-0.077769829,-0.266502872,-0.83471689
474,0,3,54,0,1,1,9,0,1,1.5,3.384615385,-0.176600251,-0.282665981,-0.266502872,-1.020808932
475,0,1,63,0,1,1,7,0,1,2.75,3.692307692,0.207899414,0.332763354,0.216924543,0.374881378
476,0,1,53,0,1,1,11,0,1,2,3.692307692,0.122557905,0.196165919,0.216924543,-0.462532808
477,0,3,79,1,1,0,5,0,1,3.375,2.769230769,-0.57654656,-0.92281918,-1.233357703,1.072726533
478,0,3,60,0,1,1,11,0,1,2,2.692307692,-0.817703038,-1.308813719,-1.354214557,-0.462532808
479,0,1,61,1,1,0,9,0,1,1.857142857,3.923076923,0.423684878,0.678149101,0.579495104,-0.622040272
480,0,3,41,0,1,0,16,0,1,2.5,2.615384615,-1.056774982,-1.691471755,-1.47507141,0.095743316
481,0,3,37,0,1,0,12,0,1,2.875,4.153846154,0.447549953,0.716347489,0.942065666,0.514450409
483,0,3,40,1,1,0,5,0,1,2.25,3.461538462,-0.217070752,-0.347442977,-0.145646019,-0.183394746
484,0,3,49,0,1,1,15,1,2,3.75,3.461538462,-0.142347929,-0.227841788,-0.145646019,1.491433626
485,0,3,46,0,1,0,15,0,1,2.75,3.846153846,0.216665003,0.346793537,0.45863825,0.374881378
486,0,3,51,0,1,0,6,0,1,1,3.384615385,-0.202202704,-0.323645212,-0.266502872,-1.579085055
488,0,3,49,0,1,0,10,0,1,4.25,3.384615385,-0.219271006,-0.350964699,-0.266502872,2.04970975
489,0,3,50,0,1,0,10,0,1,3,4.692307692,1.096955453,1.75578453,1.788063642,0.65401944
490,0,3,41,1,1,1,15,0,1,3.125,3,-0.670075063,-1.072520699,-0.870787141,0.793588471
492,0,3,45,0,1,0,14,0,1,3.125,3.846153846,0.208130852,0.333133793,0.45863825,0.793588471
493,0,1,38,0,1,0,11,0,1,2.75,3.153846154,-0.543915896,-0.870590609,-0.629073434,0.374881378
496,0,3,49,1,1,0,10,0,1,2.625,3.692307692,0.090505837,0.144863447,0.216924543,0.235312347
498,0,3,38,0,1,0,17,0,1,2.375,4.230769231,0.533007181,0.853130143,1.062922519,-0.043825715
499,0,3,45,0,1,0,9,0,1,1.75,2.769230769,-0.868792225,-1.39058696,-1.233357703,-0.74167087
500,0,3,87,1,1,0,13,0,1,1.625,4.461538462,1.184034339,1.895162807,1.425493081,-0.881239901
501,0,3,89,1,1,1,10,0,1,3,3.153846154,-0.106589667,-0.170607191,-0.629073434,0.65401944
502,0,3,78,1,1,0,9,0,1,3.5,3.615384615,0.261073135,0.417873096,0.096067689,1.212295564
503,0,3,78,0,1,0,17,0,1,1.5,4.153846154,0.797450139,1.276396971,0.942065666,-1.020808932
504,0,3,77,1,1,1,11,0,1,2,2.692307692,-0.670537939,-1.073261578,-1.354214557,-0.462532808
505,0,3,75,1,1,1,11,0,1,1.625,3.384615385,0.004701451,0.007525133,-0.266502872,-0.881239901
506,0,3,73,0,1,0,8,0,1,1,3.538461538,0.139394769,0.223114966,-0.024789165,-1.579085055
507,0,3,73,0,1,0,10,0,1,2.875,2.923076923,-0.475989846,-0.761868321,-0.991643995,0.514450409
508,0,3,72,1,1,0,7,0,1,2.875,3.923076923,0.517560537,0.828406279,0.579495104,0.514450409
509,0,3,71,1,1,0,4,0,1,2.5,5.153846154,1.739795617,2.78471311,2.513204765,0.095743316
510,0,1,70,1,1,0,4,0,1,1.375,3.538461538,0.115876851,0.185472238,-0.024789165,-1.160377963
511,0,1,70,0,1,0,10,0,1,2.875,3.615384615,0.190715393,0.305258647,0.096067689,0.514450409
512,0,3,70,0,1,0,7,0,1,1.625,3.307692308,-0.116976914,-0.187232997,-0.387359726,-0.881239901
513,0,3,69,1,1,1,11,0,1,3.625,3.615384615,0.184265777,0.294935405,0.096067689,1.351864595
514,0,3,69,1,1,1,11,0,1,3.125,3.538461538,0.1073427,0.171812494,-0.024789165,0.793588471
515,0,3,68,1,1,0,4,0,1,3.875,2.846153846,-0.593499143,-0.949953448,-1.112500849,1.631002657
516,0,3,67,0,1,1,7,0,1,1,3.538461538,0.088189864,0.141156506,-0.024789165,-1.579085055
517,0,3,66,0,1,0,9,0,1,3.25,3.769230769,0.310424944,0.496865495,0.337781397,0.933157502
518,0,2,66,1,1,0,8,0,1,1,3.538461538,0.081740247,0.130833264,-0.024789165,-1.579085055
519,0,3,65,1,1,0,8,0,1,3.5,2.846153846,-0.619101596,-0.990932678,-1.112500849,1.212295564
520,0,3,65,1,1,0,4,0,1,2.375,2.461538462,-1.00371698,-1.606547233,-1.716785118,-0.043825715
521,0,1,65,0,1,0,10,0,1,1.5,3.538461538,0.071121562,0.113837019,-0.024789165,-1.020808932
522,0,1,65,1,1,0,10,0,1,2.125,3.846153846,0.380898404,0.609665164,0.45863825,-0.322963777
523,0,3,64,1,1,0,5,0,1,3.375,3.769230769,0.295441177,0.47288251,0.337781397,1.072726533
524,0,1,64,1,1,0,11,0,1,2.25,2.846153846,-0.627635747,-1.004592421,-1.112500849,-0.183394746
526,0,3,63,0,1,0,6,0,1,3.125,3.384615385,-0.099792894,-0.15972829,-0.266502872,0.793588471
527,0,2,63,1,1,0,5,0,1,2.375,3.153846154,-0.32847759,-0.525760521,-0.629073434,-0.043825715
528,0,3,62,0,1,0,10,0,1,3.142857143,3.230769231,-0.262173198,-0.419633855,-0.50821658,0.813526904
529,0,3,62,1,1,0,11,0,1,2.75,3.692307692,0.201449798,0.322440112,0.216924543,0.374881378
530,0,3,62,1,1,0,9,0,1,1.25,3.923076923,0.432219029,0.691808844,0.579495104,-1.299946994
531,0,3,62,0,1,0,8,0,1,2.5,4.076923077,0.583980648,0.934718165,0.821208812,0.095743316
532,0,1,61,0,1,0,8,0,1,1.5,2.846153846,-0.655322734,-1.048908153,-1.112500849,-1.020808932
533,0,3,59,1,1,1,19,0,1,2.875,3.230769231,-0.285691116,-0.457276584,-0.50821658,0.514450409
534,0,1,59,1,1,1,18,0,1,3.375,3.692307692,0.175847345,0.281460881,0.216924543,1.072726533
535,0,1,58,0,1,0,5,0,1,1,2.307692308,-1.219386725,-1.95174776,-1.958498826,-1.579085055
536,0,3,58,0,1,0,16,0,1,2.125,4.153846154,0.626767121,1.003202102,0.942065666,-0.322963777
537,0,2,57,0,1,0,11,0,1,2.25,3.923076923,0.38746374,0.620173626,0.579495104,-0.183394746
538,0,3,56,0,1,0,8,0,1,2,3.230769231,-0.313378104,-0.501592316,-0.50821658,-0.462532808
540,0,3,56,1,1,1,10,0,1,2.75,3.692307692,0.150244893,0.240481651,0.216924543,0.374881378
541,0,1,55,1,1,0,11,0,1,3,2.615384615,-0.935212335,-1.496898845,-1.47507141,0.65401944
542,0,3,54,0,1,1,10,0,1,3.25,3.230769231,-0.330446405,-0.528911803,-0.50821658,0.933157502
543,0,2,54,1,1,0,9,0,1,3.5,4,0.440868899,0.705653808,0.700351958,1.212295564
544,0,3,53,1,1,0,9,0,1,2.375,3.461538462,-0.106126791,-0.169866312,-0.145646019,-0.043825715
545,0,1,52,0,1,0,9,0,1,1,2.538461538,-1.039822399,-1.664337488,-1.595928264,-1.579085055
546,0,1,52,1,1,1, ,1,2,2.75,3.846153846,0.269954443,0.432088499,0.45863825,0.374881378
547,0,3,50,0,1,0,9,0,1,2.25,3.230769231,-0.364583009,-0.583550777,-0.50821658,-0.183394746
548,0,3,46,1,1,0,5,0,1,1.75,3.076923077,-0.550481231,-0.881099071,-0.749930288,-0.74167087
549,0,3,94,1,1,0,6,0,1,3.875,3.538461538,0.320696472,0.513306081,-0.024789165,1.631002657
550,0,2,69,0,1,0,5,0,1,2.625,2.461538462,-0.971664911,-1.55524476,-1.716785118,0.235312347
551,0,3,29,0,1,0,7,0,1,1.5,4.923076923,1.148507515,1.83829865,2.150634204,-1.020808932
552,0,3,33,0,1,0,8,0,1,3,3.538461538,-0.201971266,-0.323274772,-0.024789165,0.65401944
554,0,3,33,1,1,0,20,0,1,3.5,2.615384615,-1.122963654,-1.797413202,-1.47507141,1.212295564
555,0,3,55,0,1,0,8,0,1,1.625,3.769230769,0.216549284,0.346608317,0.337781397,-0.881239901
556,0,3,51,0,1,0,8,0,1,3,3.230769231,-0.356048858,-0.569891033,-0.50821658,0.65401944
557,0,1,57,0,1,1,5,0,1,1,2.692307692,-0.843305491,-1.349792949,-1.354214557,-1.579085055
558,0,3,54,0,1,0,12,0,1,3.125,4.769230769,1.208015133,1.933546415,1.908920496,0.793588471
559,0,3,67,1,1,1,9,0,1,3.5,3.923076923,0.474889783,0.760107562,0.579495104,1.212295564
560,0,3,57,1,1,0,6,0,1,3.375,3.307692308,-0.225836341,-0.36147316,-0.387359726,1.072726533
561,0,3,54,1,1,1,14,0,1,3,4.846153846,1.287022745,2.060005828,2.02977735,0.65401944
562,0,2,55,1,1,0,9,0,1,2.5,3.461538462,-0.089058489,-0.142546825,-0.145646019,0.095743316
563,0,3,31,0,1,0,15,0,1,2.375,3.666666667,-0.090834439,-0.145389408,0.176638925,-0.043825715
564,0,3,55,0,1,0,10,0,1,2.125,3.692307692,0.139626207,0.223485406,0.216924543,-0.322963777
565,0,1,53,0,1,0,7,0,1,1.375,2.692307692,-0.877442095,-1.404431923,-1.354214557,-1.160377963
566,0,3,48,0,1,0,9,0,1,1,3.692307692,0.079887151,0.127867202,0.216924543,-1.579085055
567,0,3,55,0,1,0,6,0,1,2,3.076923077,-0.475758408,-0.761497881,-0.749930288,-0.462532808
568,0,3,66,0,1,0,11,0,1,2.125,3.615384615,0.15657879,0.250619673,0.096067689,-0.322963777
569,0,1,53,1,1,0,13,0,1,2.5,3.769230769,0.201565517,0.322625331,0.337781397,0.095743316
570,0,3,53,1,1,1,13,0,1,3,3,-0.567665252,-0.908603778,-0.870787141,0.65401944
571,0,3,47,1,1,0,18,0,1,3.25,3.615384615,-0.003485542,-0.005578951,0.096067689,0.933157502
572,0,3,59,0,1,0,23,0,1,2.375,4.076923077,0.558378195,0.893738934,0.821208812,-0.043825715
573,0,3,44,0,1,0,7,0,1,3,3.153846154,-0.492710991,-0.788632149,-0.629073434,0.65401944
574,0,3,56,1,1,0, ,0,1,2.875,3.615384615,0.073321816,0.11735874,0.096067689,0.514450409
575,0,3,35,0,1,0,24,1,2,2.75,4.153846154,0.430481651,0.689028002,0.942065666,0.374881378
576,0,1,59,1,1,0,5,0,1,1,3.538461538,0.022001191,0.035215059,-0.024789165,-1.579085055
577,0,1,65,0,1,0,5,0,1,1.125,2.923076923,-0.544263053,-0.871146269,-0.991643995,-1.439516025
578,0,3,67,1,1,0,9,0,1,2.625,2.769230769,-0.678956371,-1.086736102,-1.233357703,0.235312347
579,0,3,34,0,1,0,13,0,1,3,2.538461538,-1.193437115,-1.910212871,-1.595928264,0.65401944
580,0,1,58,0,1,0,11,0,1,4.25,4,0.472920967,0.75695628,0.700351958,2.04970975
581,0,3,40,0,1,0,21,0,1,3.875,4.076923077,0.396229329,0.634203808,0.821208812,1.631002657
582,0,1,56,1,1,1,10,0,1,1.428571429,3,-0.5420628,-0.867624547,-0.870787141,-1.100562664
583,0,3,35,1,1,0,8,0,1,2.875,3.153846154,-0.567433814,-0.908233338,-0.629073434,0.514450409
584,0,1,54,1,1,0, ,0,1,2.75,4,0.440868899,0.705653808,0.700351958,0.374881378
585,0,3,71,1,1,0,8,0,1,2.285714286,3.230769231,-0.183281306,-0.293359663,-0.50821658,-0.14351788
586,0,3,55,1,1,0,12,0,1,3.625,4.615384615,1.064787665,1.704296838,1.667206788,1.351864595
587,0,2,67,1,1,0,8,0,1,2.25,3,-0.44818714,-0.717367369,-0.870787141,-0.183394746
588,0,3,63,1,1,0,9,0,1,3.875,4.769230769,1.286907026,2.059820608,1.908920496,1.631002657
589,0,1,55,0,1,0,5,0,1,1.125,3.384615385,-0.168066101,-0.269006238,-0.266502872,-1.439516025
590,0,1,47,0,1,0,7,0,1,1.5,3.615384615,-0.005570077,-0.008915453,0.096067689,-1.020808932
591,0,3,61,1,1,1,8,0,1,2.375,3.615384615,0.11599257,0.185657457,0.096067689,-0.043825715
592,0,3,41,0,1,0,11,0,1,2.75,3.923076923,0.250917326,0.40161773,0.579495104,0.374881378
593,0,1,43,0,1,0,11,0,1,2.25,3.153846154,-0.501245142,-0.802291892,-0.629073434,-0.183394746
594,0,1,59,0,1,0,9,0,1,3.375,3.538461538,0.019916657,0.031878558,-0.024789165,1.072726533
595,0,1,46,0,1,0,11,0,1,1,3.692307692,0.062818849,0.100547715,0.216924543,-1.579085055
596,0,3,57,1,1,0,8,0,1,1.75,3.384615385,-0.148913264,-0.238350249,-0.266502872,-0.74167087
597,0,1,78,1,1,1,7,0,1,2.25,3.076923077,-0.277388404,-0.44398728,-0.749930288,-0.183394746
598,0,1,55,1,1,0,5,0,1,3.142857143,3.230769231,-0.31982772,-0.511915558,-0.50821658,0.813526904
599,0,3,34,0,1,0,5,0,1,2.375,3.846153846,0.114255193,0.182876615,0.45863825,-0.043825715
600,0,3,54,1,1,0,10,0,1,3.125,3.384615385,-0.174515717,-0.27932948,-0.266502872,0.793588471
601,0,3,63,1,1,0,12,0,1,2.25,2.769230769,-0.713092974,-1.141375076,-1.233357703,-0.183394746
602,0,1,62,1,1,0,9,0,1,2.125,3,-0.490857894,-0.785666087,-0.870787141,-0.322963777
603,0,3,49,1,1,0,9,0,1,3.5,3.769230769,0.167428913,0.267986358,0.337781397,1.212295564
604,0,3,50,0,1,0,19,1,2,2.875,4,0.404647761,0.647678332,0.700351958,0.514450409
605,0,3,40,0,1,0,19,0,1,2.5,4.153846154,0.473152406,0.757326719,0.942065666,0.095743316
606,0,2,70,0,1,0,8,0,1,1.625,2.846153846,-0.578515376,-0.925970462,-1.112500849,-0.881239901
607,0,3,58,0,1,1,11,0,1,2,3.615384615,0.088305583,0.141341725,0.096067689,-0.462532808
608,0,1,60,0,1,0,11,0,1,3.5,3.923076923,0.413066192,0.661152856,0.579495104,1.212295564
609,0,3,42,1,1,0,21,1,2,3,4.846153846,1.184612934,1.896088906,2.02977735,0.65401944
610,0,1,24,0,1,0,17,0,1,3.5,3.846153846,0.028913684,0.04627918,0.45863825,1.212295564
611,0,3,58,0,1,0,9,0,1,2.625,2.846153846,-0.680925186,-1.089887384,-1.112500849,0.235312347
612,0,3,43,1,1,1,18,0,1,3,4.307692308,0.654685547,1.047888273,1.183779373,0.65401944
614,0,3,55,1,1,1,12,0,1,3.875,5.076923077,1.526326126,2.443034304,2.392347911,1.631002657
615,0,3,50,1,1,1,20,0,1,3.25,3.846153846,0.252886141,0.404769012,0.45863825,0.933157502
616,0,1,55,1,1,1,12,0,1,2.25,3.230769231,-0.31982772,-0.511915558,-0.50821658,-0.183394746
617,0,3,64,1,1,0,12,0,1,3,4.153846154,0.680056561,1.088497064,0.942065666,0.65401944
618,0,1,47,1,1,0,9,0,1,2,5.25,1.631129843,2.610782906,2.664275832,-0.462532808
619,0,1,56,0,1,0,8,0,1,3.142857143,2.846153846,-0.697993488,-1.117206871,-1.112500849,0.813526904
620,0,1,43,0,1,0,15,0,1,2.25,3.615384615,-0.03970668,-0.063554427,0.096067689,-0.183394746
621,0,1,43,0,1,0,10,0,1,2.125,3.153846154,-0.501245142,-0.802291892,-0.629073434,-0.322963777
622,0,3,77,0,1,0,9,0,1,1.5,2.923076923,-0.441853243,-0.707229347,-0.991643995,-1.020808932
623,0,3,46,1,1,0,6,0,1,2.625,3.230769231,-0.396635078,-0.634853249,-0.50821658,0.235312347
624,0,3,52,1,1,0,16,0,1,3,3.538461538,-0.037737865,-0.060403145,-0.024789165,0.65401944
625,0,3,30,1,1,1,21,0,1,2.75,3.538461538,-0.225489184,-0.360917501,-0.024789165,0.374881378
626,0,3,51,0,1,0,4,0,1,4,3.538461538,-0.04835655,-0.07739939,-0.024789165,1.770571688
627,0,3,56,1,1,1,18,0,1,3.25,4.615384615,1.073321816,1.717956582,1.667206788,0.933157502
628,0,3,53,1,1,0,8,0,1,2.875,3.692307692,0.12464244,0.199502421,0.216924543,0.514450409
629,0,3,56,1,1,1,14,0,1,3.625,3.769230769,0.22716797,0.363604562,0.337781397,1.351864595
630,0,1,48,1,1,0,8,0,1,2.5,4,0.389663993,0.623695347,0.700351958,0.095743316
631,0,3,51,1,1,0,16,0,1,2.875,3.692307692,0.107574138,0.172182934,0.216924543,0.514450409
632,0,3,65,0,1,0,8,0,1,1.75,3,-0.467339976,-0.748023358,-0.870787141,-0.74167087
633,0,3,79,0,1,1,5,0,1,1,3.461538462,0.113676597,0.181950516,-0.145646019,-1.579085055
634,0,1,47,0,1,0,6,0,0,2.25,2.307692308,-1.313262384,-2.102004938,-1.958498826,-0.183394746
635,0,1,59,1,1,1,14,0,1,2.625,2.692307692,-0.824152655,-1.319136961,-1.354214557,0.235312347
638,0,3,40,0,1,0,9,0,0,1.25,3.384615385,-0.296078364,-0.47390239,-0.266502872,-1.299946994
639,0,1,44,0,1,0,13,0,0,3,3.769230769,0.122673625,0.196351139,0.337781397,0.65401944
644,0,1,35,1,1,1,11,0,0,1.875,3.307692308,-0.41358766,-0.661987516,-0.387359726,-0.602101839
645,0,1,41,1,1,0,13,0,0,3,3.923076923,0.25300186,0.404954232,0.579495104,0.65401944
647,0,3,42,0,1,0,5,0,0,2.625,3.538461538,-0.125163908,-0.200337081,-0.024789165,0.235312347
648,0,3,48,1,1,0,17,0,0,1.75,4.076923077,0.46658707,0.746818258,0.821208812,-0.74167087
649,0,3,38,0,1,0,11,0,0,2,4.692307692,0.994545642,1.591867609,1.788063642,-0.462532808
650,0,3,47,0,1,0,12,0,0,1.875,3.461538462,-0.159416231,-0.255161275,-0.145646019,-0.602101839
653,0,1,34,0,1,0,15,0,0,2.625,3.384615385,-0.347283269,-0.555860851,-0.266502872,0.235312347
654,0, ,50,1,1,1,15,0,0,2.625,4.076923077,0.483655372,0.774137745,0.821208812,0.235312347
655,0,3,92,1,1,0,4,0,0,2.5,3.769230769,0.534397401,0.855355327,0.337781397,0.095743316
656,0,3,84,0,1,0,9,0,0,2.75,3.461538462,0.156347352,0.250249234,-0.145646019,0.374881378
657,0,3,84,0,1,1,9,0,0,2.625,3,-0.30519111,-0.488488232,-0.870787141,0.235312347
658,0,1,83,0,1,0,5,0,0,1.5,3.692307692,0.378582432,0.605958223,0.216924543,-1.020808932
659,0,1,83,1,1,1,9,0,0,1,2.615384615,-0.696256111,-1.114426028,-1.47507141,-1.579085055
660,0,3,82,0,1,0,7,0,0,1,2.923076923,-0.399182489,-0.63893063,-0.991643995,-1.579085055
661,0,3,82,1,1,1,9,0,0,1,3.538461538,0.218286661,0.349389159,-0.024789165,-1.579085055
662,0,3,80,0,1,0,10,1,2, ,4.538461538,1.199133825,1.919331013,1.546349935, 
663,0,3,77,1,1,0,10,0,0,2.285714286,2.461538462,-0.90130717,-1.442630311,-1.716785118,-0.14351788
664,0,3,77,1,1,0,7,0,0,2.625,3.615384615,0.252538984,0.404213353,0.096067689,0.235312347
665,0,3,76,0,1,0,10,0,0, ,4,0.626535683,1.002831662,0.700351958, 
666,0,3,76,1,1,0,5,0,0,1,3.461538462,0.090158679,0.144307787,-0.145646019,-1.579085055
667,0,2,76,0,1,1,9,0,0,1.75,3.538461538,0.164997222,0.264094197,-0.024789165,-0.74167087
669,0,3,74,1,1,0,5,0,0,1,3.846153846,0.457705762,0.732602855,0.45863825,-1.579085055
670,0, ,74,1,1,0,9,0,0,3.25,4.307692308,0.919244224,1.471340321,1.183779373,0.933157502
671,0,1,72,0,1,1, ,0,0,1.25,3.583333333,0.175732413,0.281276921,0.045710667,-1.299946994
672,0,1,72,1,1,0,11,0,0,1.375,3.846153846,0.44063746,0.705283368,0.45863825,-1.160377963
673,0,3,72,1,1,0,4,0,0, ,3.769230769,0.363714383,0.582160457,0.337781397, 
674,0,2,71,0,1,0,7,0,0,3.25,4.230769231,0.81463416,1.303901678,1.062922519,0.933157502
675,0,1,71,0,1,0,9,0,0,1.25,4.153846154,0.737711083,1.180778767,0.942065666,-1.299946994
676,0,3,71,0,1,0,9,0,0,1,3.538461538,0.122326467,0.195795479,-0.024789165,-1.579085055
677,0,3,69,1,1,0,13,0,0,2.25,3.769230769,0.338111931,0.541181227,0.337781397,-0.183394746
678,0,3,69,1,1,0, ,0,0,2.375,3.769230769,0.338111931,0.541181227,0.337781397,-0.043825715
679,0,3,68,0,1,0,4,0,0,1,2.538461538,-0.903275985,-1.445781593,-1.595928264,-1.579085055
680,0,1,68,0,1,0,16,0,0,2.875,3.615384615,0.173647092,0.27793916,0.096067689,0.514450409
681,0,1,68,0,1,0,5,0,0,1,3.538461538,0.096724015,0.154816249,-0.024789165,-1.579085055
682,0,2,68,0,1,0,9,0,0,2,3.076923077,-0.364814447,-0.583921216,-0.749930288,-0.462532808
683,0,1,68,0,1,0,10,0,0,2,2.846153846,-0.595583678,-0.953289949,-1.112500849,-0.462532808
684,0,3,67,1,1,0,14,0,0,1,2.5,-0.94818714,-1.51766629,-1.656356691,-1.579085055
685,0,3,67,1,1,0,5,0,0,1,3.538461538,0.090274398,0.144493007,-0.024789165,-1.579085055
686,0,3,67,0,1,0,19,0,0,2.375,4.615384615,1.165112941,1.864877258,1.667206788,-0.043825715
687,0,1,66,1,1,0,9,0,0,2.75,4,0.543278709,0.869570729,0.700351958,0.374881378
688,0,3,65,1,1,0,5,0,0,1,3.692307692,0.22705225,0.363419342,0.216924543,-1.579085055
690,0,3,65,1,1,1,15,0,0,1.5,3.538461538,0.073206097,0.11717352,-0.024789165,-1.020808932
691,0,1,65,1,1,1,7,0,0,1.125,3.923076923,0.457821481,0.732788075,0.579495104,-1.439516025
693,0,1,64,0,1,1,15,0,0,2.75,4.230769231,0.754895103,1.208283473,1.062922519,0.374881378
694,0,3,64,0,1,0,8,0,0,1,3.769230769,0.293356642,0.469546008,0.337781397,-1.579085055
695,0,2,64,0,1,0,9,0,0,2,2.923076923,-0.552797204,-0.884806012,-0.991643995,-0.462532808
696,0,3,64,0,1,0,17,0,0,3.5,4.230769231,0.754895103,1.208283473,1.062922519,1.212295564
697,0,3,63,0,1,0,8,0,0,1.5,2.846153846,-0.638254432,-1.021588666,-1.112500849,-1.020808932
698,0,1,63,0,1,0,4,0,0,1.375,2.846153846,-0.638254432,-1.021588666,-1.112500849,-1.160377963
699,0,2,63,0,1,0,6,0,0,2.625,3.846153846,0.361745568,0.579009175,0.45863825,0.235312347
700,0,3,63,0,1,0,17,0,0,3.875,4.076923077,0.592514799,0.948377908,0.821208812,1.631002657
701,0,1,63,1,1,1,12,0,0,3,3.153846154,-0.32847759,-0.525760521,-0.629073434,0.65401944
702,0,1,62,1,1,1,17,0,0,3,4.538461538,1.047603644,1.676792132,1.546349935,0.65401944
703,0,2,62,0,1,0,9,0,0,2.25,3.153846154,-0.339096275,-0.542756766,-0.629073434,-0.183394746
704,0,3,61,0,1,0,6,0,0,3.625,4.076923077,0.575446497,0.921058421,0.821208812,1.351864595
705,0,1,61,0,1,0,7,0,0, ,4.076923077,0.575446497,0.921058421,0.821208812, 
706,0,3,61,0,1,0,22,1,2,3.375,4.923076923,1.421600343,2.275410441,2.150634204,1.072726533
707,0,3,61,0,1,0,13,0,0,3.375,3.615384615,0.113908035,0.182320956,0.096067689,1.072726533
708,0,1,61,1,1,1,8,0,0,1.5,3.153846154,-0.345545891,-0.553080008,-0.629073434,-1.020808932
709,0,3,60,0,1,0,11,0,0,3.25,4.230769231,0.7207585,1.1536445,1.062922519,0.933157502
710,0,3,60,1,1,0,19,0,0,4,3.615384615,0.107458419,0.171997714,0.096067689,1.770571688
711,0,2,59,0,1,0,15,0,0,4.25,4.384615385,0.866070503,1.386230578,1.304636227,2.04970975
712,0,3,59,0,1,0,5,0,0,3.375,3.615384615,0.096839734,0.155001469,0.096067689,1.072726533
713,0,1,59,0,1,1,16,0,0,2.375,4.076923077,0.558378195,0.893738934,0.821208812,-0.043825715
714,0,1,58,0,1,0,5,0,0,1.25,3.384615385,-0.142463648,-0.228027007,-0.266502872,-1.299946994
716,0,1,57,0,1,1,12,0,0,3,3.923076923,0.38746374,0.620173626,0.579495104,0.65401944
717,0,1,57,0,1,0,7,0,0,1.125,3.076923077,-0.458690106,-0.734178395,-0.749930288,-1.439516025
718,0,3,57,1,1,1,8,0,0,2.875,3.461538462,-0.071990187,-0.115227338,-0.145646019,0.514450409
719,0,3,57,1,1,0,9,0,0,4,3.230769231,-0.302759418,-0.484596071,-0.50821658,1.770571688
720,0,2,56,1,1,0,16,0,0,2.5,3.538461538,-0.003601261,-0.005764171,-0.024789165,0.095743316
721,0,3,56,0,1,0,7,0,0,2.125,3.538461538,-0.005685796,-0.009100672,-0.024789165,-0.322963777
722,0,1,56,0,1,0,5,0,0,3.5,3.615384615,0.071237281,0.114022238,0.096067689,1.212295564
723,0,3,55,0,1,0,8,0,0,2.25,2.692307692,-0.860373793,-1.377112436,-1.354214557,-0.183394746
724,0,1,55,1,1,0,12,0,0,2.125,4.307692308,0.757095357,1.211805195,1.183779373,-0.322963777
725,0,3,55,0,1,0,14,0,0,2.75,4,0.447318515,0.71597705,0.700351958,0.374881378
