Record,exclude,Countytype,Age,Gender,BUS,BUS_history,EI,NascEntr,BUS_current,BRT,HPSs,RES_HPSs,ZRE_HPSs,ZHPSs,ZBRT
1004,0,1,68,0,0,-1,9,0,-1,1,4.230769231,0.789031707,1.262922447,1.062922519,-1.579085055
1005,0,1,67,1,0,-1,6,0,-1,1,2.923076923,-0.525110217,-0.84049028,-0.991643995,-1.579085055
1006,0,3,67,0,0,-1,9,0,-1,2,3.846153846,0.395882171,0.633648149,0.45863825,-0.462532808
1007,0,3,67,0,0,-1,8,0,-1,3.142857143,3.230769231,-0.219502444,-0.351335138,-0.50821658,0.813526904
1008,0,3,67,0,0,-1,5,0,-1,1.375,2.846153846,-0.604117829,-0.966949693,-1.112500849,-1.160377963
1009,0,3,67,0,0,-1,8,0,-1,2.625,3.846153846,0.395882171,0.633648149,0.45863825,0.235312347
1010,0,3,67,0,1,0,7,0, ,3,3.923076923,0.472805248,0.75677106,0.579495104,0.65401944
1011,0,1,67,0,0,-1,13,0,-1,2.625,3.615384615,0.165112941,0.264279417,0.096067689,0.235312347
1012,0,1,67,1,0,-1,8,0,-1, ,2.307692308,-1.140494832,-1.825473567,-1.958498826, 
1013,0,2,67,0,0,-1,8,0,-1,1.625,3.769230769,0.318959095,0.510525238,0.337781397,-0.881239901
1014,0,1,67,0,0,-1,5,0,-1,1.125,3.538461538,0.088189864,0.141156506,-0.024789165,-1.439516025
1015,0,1,67,1,0,-1,11,0,-1,1.75,3.384615385,-0.063571755,-0.101752815,-0.266502872,-0.74167087
1016,0,1,67,1,0,-1,8,0,-1,1.5,2.076923077,-1.371264063,-2.1948423,-2.321069387,-1.020808932
1017,0,1,67,0,0,-1,9,0,-1,4,3.307692308,-0.142579367,-0.228212227,-0.387359726,1.770571688
1018,0,1,66,0,0,-1,8,0,-1,2.375,4,0.541194174,0.866234228,0.700351958,-0.043825715
1019,0,3,66,0,0,-1,15,0,-1,2.75,3.615384615,0.15657879,0.250619673,0.096067689,0.374881378
1020,0,1,67,0,0,-1,6,0,-1,2,2.769230769,-0.681040905,-1.090072604,-1.233357703,-0.462532808
1022,0,1,66,0,0,-1,7,0,-1,5,3.307692308,-0.151113518,-0.241871971,-0.387359726,2.887123936
1023,0,1,66,0,0,-1,4,0,-1,1.625,3.153846154,-0.304959672,-0.488117792,-0.629073434,-0.881239901
1024,0,1,66,0,0,-1,9,0,-1,1,3.153846154,-0.304959672,-0.488117792,-0.629073434,-1.579085055
1025,0,3,66,1,0,-1,18,0,-1,3.5,3.461538462,0.004817171,0.007710353,-0.145646019,1.212295564
1026,0,3,66,1,0,-1,9,0,-1,3.875,4.153846154,0.697124863,1.115816551,0.942065666,1.631002657
1027,0,3,66,1,0,-1,4,0,-1,2,2.692307692,-0.764413599,-1.223518756,-1.354214557,-0.462532808
1028,0,3,66,1,0,-1,9,0,-1,2.875,3.153846154,-0.302875137,-0.484781291,-0.629073434,0.514450409
1029,0,3,66,0,0,-1,10,0,-1,3.625,3.615384615,0.15657879,0.250619673,0.096067689,1.351864595
1030,0,3,65,0,0,-1,11,0,-1,2.375,2.769230769,-0.698109207,-1.11739209,-1.233357703,-0.043825715
1031,0,3,65,0,0,-1,4,0,-1,1.25,2.153846154,-1.313493823,-2.102375378,-2.200212533,-1.299946994
1032,0,3,65,1,0,-1,5,0,-1,1.25,3.692307692,0.22705225,0.363419342,0.216924543,-1.299946994
1033,0,3,65,0,1,0,10,0, ,1,3.692307692,0.224967716,0.360082841,0.216924543,-1.579085055
1034,0,2,65,1,0,-1, ,0,-1,1,4.230769231,0.765513789,1.225279719,1.062922519,-1.579085055
1035,0,3,65,1,0,-1,6,0,-1,4.375,3.615384615,0.150129174,0.240296431,0.096067689,2.189278781
1036,0,3,65,0,0,-1,9,0,-1,1,3.692307692,0.224967716,0.360082841,0.216924543,-1.579085055
1037,0,1,65,0,0,-1,5,0,-1,2.375,4.153846154,0.686506177,1.098820306,0.942065666,-0.043825715
1038,0,1,65,0,0,-1,5,0,-1,2.375,3.461538462,-0.005801515,-0.009285892,-0.145646019,-0.043825715
1039,0,1,65,0,0,-1,5,0,-1,1.375,3.307692308,-0.159647669,-0.255531714,-0.387359726,-1.160377963
1040,0,3,64,0,0,-1,5,0,-1, ,3.461538462,-0.014335666,-0.022945636,-0.145646019, 
1041,0,3,64,0,0,-1,4,0,-1,3.125,2.692307692,-0.783566435,-1.254174745,-1.354214557,0.793588471
1042,0,3,64,0,0,-1,11,0,-1,2.75,2.076923077,-1.39895105,-2.239158032,-2.321069387,0.374881378
1043,0,1,64,0,0,-1,9,0,-1,1,3.153846154,-0.322027973,-0.515437279,-0.629073434,-1.579085055
1044,0,3,64,1,0,-1,8,0,-1,1,3.076923077,-0.396866516,-0.635223689,-0.749930288,-1.579085055
1045,0,2,64,1,0,-1,11,0,-1,1.375,2.846153846,-0.627635747,-1.004592421,-1.112500849,-1.160377963
1047,0,1,64,1,0,-1,6,0,-1,1,3.384615385,-0.089174208,-0.142732045,-0.266502872,-1.579085055
1048,0,3,64,0,0,-1,5,0,-1,3.125,3.615384615,0.139510488,0.223300186,0.096067689,0.793588471
1049,0,3,64,0,0,-1,10,0,-1,2.5,3.076923077,-0.39895105,-0.63856019,-0.749930288,0.095743316
1050,0,3,64,0,0,-1,9,0,-1,1.25,3.230769231,-0.245104897,-0.392314368,-0.50821658,-1.299946994
1051,0,3,64,1,0,-1,4,0,-1,1.75,3.538461538,0.064671946,0.103513777,-0.024789165,-0.74167087
1052,0,1,64,0,0,-1,9,0,-1,1,3.769230769,0.293356642,0.469546008,0.337781397,-1.579085055
1053,0,1,64,0,0,-1,4,0,-1,1,3.615384615,0.139510488,0.223300186,0.096067689,-1.579085055
1054,0,1,64,0,0,-1,5,0,-1,1.5,3.461538462,-0.014335666,-0.022945636,-0.145646019,-1.020808932
1055,0,1,63,1,0,-1,9,0,-1,1.75,2.846153846,-0.636169897,-1.018252165,-1.112500849,-0.74167087
1056,0,1,63,0,0,-1,9,0,-1,2.5,3.692307692,0.207899414,0.332763354,0.216924543,0.095743316
1057,0,1,63,1,0,-1,5,0,-1,1,3.923076923,0.44075318,0.705468588,0.579495104,-1.579085055
1058,0,2,63,1,0,-1,8,0,-1,2.625,3,-0.482323744,-0.772006343,-0.870787141,0.235312347
1059,0,3,63,1,0,-1,11,0,-1,3.25,4,0.517676256,0.828591499,0.700351958,0.933157502
1060,0,1,63,0,0,-1,5,0,-1,1,3,-0.484408278,-0.775342845,-0.870787141,-1.579085055
1061,0,3,63,0,0,-1,9,0,-1,2,4,0.515591722,0.825254997,0.700351958,-0.462532808
1062,0,3,63,0,0,-1,14,0,-1,2,3.461538462,-0.022869817,-0.036605379,-0.145646019,-0.462532808
1063,0,1,63,0,0,-1,8,0,-1,2,2.461538462,-1.022869817,-1.637203221,-1.716785118,-0.462532808
1064,0,1,63,0,0,-1,9,0,-1,1.625,3.230769231,-0.253639047,-0.405974112,-0.50821658,-0.881239901
1065,0,2,63,0,0,-1,13,0,-1,3.375,3.846153846,0.361745568,0.579009175,0.45863825,1.072726533
1066,0,1,63,0,0,-1,9,0,-1,1,3.333333333,-0.151074945,-0.241810231,-0.347074108,-1.579085055
1067,0,3,62,1,0,-1,6,0,-1,2.25,3.769230769,0.278372875,0.445563023,0.337781397,-0.183394746
1068,0,1,62,0,0,-1,10,0,-1,1,4.230769231,0.737826802,1.180963987,1.062922519,-1.579085055
1069,0,3,62,0,0,-1,12,0,-1,2.875,4.461538462,0.968596032,1.550332719,1.425493081,0.514450409
1070,0,3,62,1,0,-1,8,0,-1,2.5,4,0.509142106,0.814931755,0.700351958,0.095743316
1071,0,3,62,0,0,-1,13,0,-1,4.5,4.384615385,0.891672956,1.427209808,1.304636227,2.328847812
1072,0,3,62,1,0,-1,12,0,-1,1.5,2.666666667,-0.824191228,-1.3191987,-1.394500175,-1.020808932
1073,0,1,62,1,0,-1,14,0,-1,3,2.538461538,-0.952396356,-1.524403552,-1.595928264,0.65401944
1074,0,3,62,0,0,-1,6,0,-1,1.75,2.769230769,-0.72371166,-1.158371321,-1.233357703,-0.74167087
1075,0,1,62,1,0,-1,13,0,-1,3.375,3.615384615,0.124526721,0.199317201,0.096067689,1.072726533
1076,0,3,61,0,0,-1,5,0,-1,1,2.461538462,-1.039938118,-1.664522708,-1.716785118,-1.579085055
1077,0,1,61,1,0,-1,9,0,-1,1.5,2.846153846,-0.653238199,-1.045571652,-1.112500849,-1.020808932
1078,0,3,61,0,0,-1,5,0,-1,1.25,3.769230769,0.267754189,0.428566778,0.337781397,-1.299946994
1079,0,3,61,0,0,-1,9,0,-1,1.625,3.846153846,0.344677266,0.551689688,0.45863825,-0.881239901
1080,0,3,61,0,0,-1,8,0,-1,2.625,2.846153846,-0.655322734,-1.048908153,-1.112500849,0.235312347
1081,0,3,61,0,0,-1,9,0,-1,1,2.769230769,-0.732245811,-1.172031064,-1.233357703,-1.579085055
1082,0,3,61,1,0,-1,11,0,-1,3,3.846153846,0.346761801,0.55502619,0.45863825,0.65401944
1083,0,3,61,0,0,-1,4,0,-1,2.375,4.076923077,0.575446497,0.921058421,0.821208812,-0.043825715
1084,0,3,61,0,0,-1,9,0,-1,1.75,3.769230769,0.267754189,0.428566778,0.337781397,-0.74167087
1085,0,3,61,0,0,-1,7,0,-1,2.125,4,0.49852342,0.79793551,0.700351958,-0.322963777
1087,0,1,61,1,0,-1,8,0,-1, ,2.538461538,-0.960930507,-1.538063295,-1.595928264, 
1088,0,1,61,1,0,-1,17,0,-1,2.625,3.769230769,0.269838724,0.431903279,0.337781397,0.235312347
1089,0, ,61,0,0,-1,9,0,-1,1.375,3.384615385,-0.116861195,-0.187047777,-0.266502872,-1.160377963
1090,0,3,60,0,0,-1,5,0,-1,3,4.153846154,0.643835423,1.030521589,0.942065666,0.65401944
1091,0,1,60,1,0,-1,13,0,-1,1.142857143,2.923076923,-0.584849273,-0.936108484,-0.991643995,-1.419577592
1092,0,3,60,0,0,-1,11,0,-1,1,4.230769231,0.7207585,1.1536445,1.062922519,-1.579085055
1093,0,3,60,0,0,-1,9,0,-1,1.25,2.692307692,-0.817703038,-1.308813719,-1.354214557,-1.299946994
1094,0,3,60,0,0,-1, ,0,-1,1,3.384615385,-0.125395346,-0.20070752,-0.266502872,-1.579085055
1095,0,3,60,0,1,1,8,0,0,3.375,3.916666667,0.406655936,0.650892613,0.5694237,1.072726533
1096,0,3,60,0,0,-1,5,0,-1,1,3,-0.510010731,-0.816322075,-0.870787141,-1.579085055
1097,0,3,60,1,0,-1,10,0,-1,2.5,3.153846154,-0.354080042,-0.566739752,-0.629073434,0.095743316
1098,0,1,60,0,0,-1,11,0,-1,1.125,4.230769231,0.7207585,1.1536445,1.062922519,-1.439516025
1099,0, ,60,0,0,-1,9,0,-1,1,1.769230769,-1.740779962,-2.78628865,-2.804496802,-1.579085055
1100,0, ,60,0,0,-1,15,0,-1,1.875,3.923076923,0.413066192,0.661152856,0.579495104,-0.602101839
1101,0,3,59,0,1,0,11,0, ,1.5,3.692307692,0.173762811,0.27812438,0.216924543,-1.020808932
1102,0,3,59,1,0,-1,10,1,-1,2.125,3.846153846,0.329693499,0.527706703,0.45863825,-0.322963777
1103,0,2,59,0,0,-1, ,0,-1,3.625,4.230769231,0.712224349,1.139984756,1.062922519,1.351864595
1104,0,1,59,0,0,-1,5,0,-1,3.125,3.923076923,0.404532041,0.647493112,0.579495104,0.793588471
1105,0,1,58,1,0,-1,7,0,-1,1.875,2.307692308,-1.21730219,-1.948411259,-1.958498826,-0.602101839
1106,0,3,58,0,0,-1,10,0,-1,2.875,4,0.472920967,0.75695628,0.700351958,0.514450409
1107,0,3,58,0,0,-1,4,0,-1,1,3.230769231,-0.296309802,-0.474272829,-0.50821658,-1.579085055
1108,0,3,58,0,0,-1,9,0,-1,3.25,2.538461538,-0.988617494,-1.582379027,-1.595928264,0.933157502
1109,0,3,58,1,0,-1,11,0,-1,2,2.461538462,-1.063456036,-1.702165437,-1.716785118,-0.462532808
1110,0,1,58,1,0,-1,9,0,-1,1.25,3.923076923,0.398082425,0.637169871,0.579495104,-1.299946994
1111,0,1,58,0,0,-1,5,0,-1,3.25,3.461538462,-0.065540571,-0.104904096,-0.145646019,0.933157502
1112,0,1,58,0,0,-1,14,0,-1,1,3.307692308,-0.219386725,-0.351149918,-0.387359726,-1.579085055
1113,0,3,58,0,1,1,8,0,0,3.5,2.923076923,-0.604002109,-0.966764473,-0.991643995,1.212295564
1114,0,1,57,1,0,-1,16,0,-1,3.375,4.076923077,0.543394428,0.869755949,0.821208812,1.072726533
1115,0,3,57,1,0,-1,12,0,-1,4,4,0.466471351,0.746633038,0.700351958,1.770571688
1116,0,3,57,1,0,-1,9,0,-1,2.625,2.538461538,-0.99506711,-1.592702269,-1.595928264,0.235312347
1117,0,3,57,1,0,-1,6,0,-1,3.5,4.538461538,1.00493289,1.608493414,1.546349935,1.212295564
1118,0, ,57,1,0,-1,5,0,-1,1,4.153846154,0.620317505,0.99287886,0.942065666,-1.579085055
1119,0,3,56,0,0,-1,9,0,-1,2.5,3.230769231,-0.313378104,-0.501592316,-0.50821658,0.095743316
1120,0,3,56,1,0,-1,9,0,-1,1,3.076923077,-0.465139723,-0.744501636,-0.749930288,-1.579085055
1121,0,3,56,0,0,-1,5,0,-1,1.25,2.461538462,-1.082608873,-1.732821425,-1.716785118,-1.299946994
1122,0,3,56,0,0,-1,9,0,-1,3.375,3.538461538,-0.005685796,-0.009100672,-0.024789165,1.072726533
1123,0,1,55,0,0,-1, ,0,-1,2.5,2.846153846,-0.706527639,-1.130866614,-1.112500849,0.095743316
1124,0,3,55,0,0,-1,8,0,-1,2,2.846153846,-0.706527639,-1.130866614,-1.112500849,-0.462532808
1125,0,1,56,0,0,-1,13,0,-1,3,3.538461538,-0.005685796,-0.009100672,-0.024789165,0.65401944
1126,0,2,56,0,0,-1,7,0,-1,2.875,4,0.455852666,0.729636793,0.700351958,0.514450409
1127,0,3,55,0,0,-1,17,0,-1,3.875,4.230769231,0.678087746,1.085345782,1.062922519,1.631002657
1128,0,3,55,0,0,-1,4,0,-1,2,3.384615385,-0.168066101,-0.269006238,-0.266502872,-0.462532808
1129,0,3,55,0,0,-1,8,0,-1,2.25,3.538461538,-0.014219947,-0.022760416,-0.024789165,-0.183394746
1130,0,1,55,0,0,-1,9,0,-1,2.625,3.076923077,-0.475758408,-0.761497881,-0.749930288,0.235312347
1131,0,3,55,0,0,-1,12,0,-1,2.625,4.615384615,1.06270313,1.700960337,1.667206788,0.235312347
1132,0,3,55,1,0,-1,6,0,-1,1,2.230769231,-1.31982772,-2.1125134,-2.079355679,-1.579085055
1133,0, ,55,0,0,-1,8,0,-1,2,2.384615385,-1.168066101,-1.86960408,-1.837641972,-0.462532808
1134,0,1,55,1,0,-1,8,0,-1,1,3.769230769,0.218633819,0.349944818,0.337781397,-1.579085055
1135,0,1,54,1,0,-1,11,0,-1,2.625,5.153846154,1.594715052,2.552497471,2.513204765,0.235312347
1136,0,3,54,0,0,-1,9,0,-1,2.5,2.384615385,-1.176600251,-1.883263823,-1.837641972,0.095743316
1138,0,1,54,0,0,-1,6,0,-1,2.25,2.538461538,-1.022754098,-1.637018001,-1.595928264,-0.183394746
1139,0,1,54,0,0,-1, ,0,-1, ,3.166666667,-0.394548969,-0.631514229,-0.608930625, 
1140,0,1,54,0,0,-1,15,1,-1,1.75,4,0.438784364,0.702317306,0.700351958,-0.74167087
1141,0,1,54,0,0,-1,17,0,-1,2.875,2.923076923,-0.638138713,-1.021403447,-0.991643995,0.514450409
1142,0,1,53,0,0,-1,9,0,-1,2.5,4.384615385,0.814865598,1.304272117,1.304636227,0.095743316
1143,0,3,53,0,0,-1,10,0,-1,3.375,3.846153846,0.276404059,0.442411741,0.45863825,1.072726533
1144,0,3,53,1,0,-1,4,0,-1,3.5,2.846153846,-0.721511406,-1.1548496,-1.112500849,1.212295564
1145,0,3,53,1,0,-1,8,0,-1,3,3.076923077,-0.490742175,-0.785480867,-0.749930288,0.65401944
1146,0,1,53,1,0,-1,12,0,-1,3.375,3.692307692,0.12464244,0.199502421,0.216924543,1.072726533
1147,0,2,53,1,0,-1,24,0,-1,2.875,4.307692308,0.740027055,1.184485708,1.183779373,0.514450409
1148,0,3,53,0,0,-1,6,0,-1,3.125,3.461538462,-0.108211325,-0.173202814,-0.145646019,0.793588471
1149,0,3,53,0,0,-1,8,0,-1,2.5,4.230769231,0.661019444,1.058026295,1.062922519,0.095743316
1150,0,3,53,0,0,-1,8,0,-1,2.875,3.076923077,-0.49282671,-0.788817368,-0.749930288,0.514450409
1151,0,1,53,1,0,-1,9,0,-1,1,3,-0.567665252,-0.908603778,-0.870787141,-1.579085055
1152,0, ,52,0,0,-1,9,0,-1,1,3.153846154,-0.424437784,-0.679354201,-0.629073434,-1.579085055
1153,0,3,52,0,0,-1,5,0,-1,2.125,2.692307692,-0.885976245,-1.418091666,-1.354214557,-0.322963777
1154,0,3,52,0,0,-1,4,0,-1,2,3.076923077,-0.501360861,-0.802477112,-0.749930288,-0.462532808
1155,0,3,52,0,0,-1,16,0,-1,3.25,3.153846154,-0.424437784,-0.679354201,-0.629073434,0.933157502
1156,0,3,52,0,0,-1,5,0,-1,1.625,3.076923077,-0.501360861,-0.802477112,-0.749930288,-0.881239901
1157,0,3,52,1,0,-1,14,0,-1,3,3.538461538,-0.037737865,-0.060403145,-0.024789165,0.65401944
1158,0,3,52,1,0,-1,13,0,-1,3,3.769230769,0.193031366,0.308965588,0.337781397,0.65401944
1159,0,2,52,0,0,-1,10,0,-1,2.25,3.923076923,0.344792985,0.551874908,0.579495104,-0.183394746
1160,0,1,51,1,0,-1,9,0,-1,2.875,3.461538462,-0.123195092,-0.197185799,-0.145646019,0.514450409
1161,0,1,51,1,0,-1,6,0,-1,1,2.846153846,-0.738579708,-1.182169086,-1.112500849,-1.579085055
1162,0,3,51,0,0,-1,4,0,-1,1.375,3.615384615,0.028566527,0.045723521,0.096067689,-1.160377963
1163,0,3,38,0,0,-1,10,0,-1,2.625,3.538461538,-0.159300511,-0.254976055,-0.024789165,0.235312347
1164,0,3,44,0,0,-1,7,0,-1,3.375,3.769230769,0.122673625,0.196351139,0.337781397,1.072726533
1165,0,3,49,0,0,-1,8,0,-1,3,2.769230769,-0.834655621,-1.335947986,-1.233357703,0.65401944
1166,0,3,39,0,0,-1,12,0,-1,3.125,4.769230769,1.08000287,1.728650263,1.908920496,0.793588471
1167,0,3,36,1,0,-1,18,0,-1,3.75,1.846153846,-1.866591971,-2.98766308,-2.683639948,1.491433626
1168,0,3,42,0,0,-1,9,0,-1,3.25,3.461538462,-0.202086985,-0.323459992,-0.145646019,0.933157502
1169,0,3,69,1,0,-1,10,0,-1,1.75,2.769230769,-0.661888069,-1.059416615,-1.233357703,-0.74167087
1170,0,3,55,0,0,-1,4,0,-1,1.875,2.769230769,-0.783450716,-1.253989525,-1.233357703,-0.602101839
1171,0,3,24,0,0,-1,17,0,-1,2.875,4.230769231,0.413529069,0.661893735,1.062922519,0.514450409
1172,0,3,47,1,0,-1,8,0,-1,3.625,2.307692308,-1.31117785,-2.098668437,-1.958498826,1.351864595
1174,0,1,52,1,0,-1,11,0,-1,2.5,3.307692308,-0.268507095,-0.429771877,-0.387359726,0.095743316
1176,0,3,62,1,0,-1,14,0,-1,3,3.923076923,0.432219029,0.691808844,0.579495104,0.65401944
1177,0,3,49,0,0,-1,14,0,-1,3,3.769230769,0.165344379,0.264649856,0.337781397,0.65401944
1178,0,3,55,0,0,-1,13,0,-1,2.25,4,0.447318515,0.71597705,0.700351958,-0.183394746
1179,0,3,43,0,0,-1,11,0,-1,2.5,3.692307692,0.037216397,0.059568484,0.216924543,0.095743316
1180,0,3,28,0,0,-1,10,0,-1,2.125,3.923076923,0.139973364,0.224041065,0.579495104,-0.322963777
1181,0,3,53,0,0,-1,4,0,-1,2.25,2.692307692,-0.877442095,-1.404431923,-1.354214557,-0.183394746
1182,0,3,55,0,0,-1,4,0,-1,1,2.769230769,-0.783450716,-1.253989525,-1.233357703,-1.579085055
1183,0,1,52,0,0,-1,12,0,-1,3.125,3.153846154,-0.424437784,-0.679354201,-0.629073434,0.793588471
1184,0,3,34,0,0,-1,12,0,-1,2.875,2.846153846,-0.885744807,-1.417721227,-1.112500849,0.514450409
1185,0,1,51,1,0,-1,7,0,-1,2,3.076923077,-0.507810477,-0.812800354,-0.749930288,-0.462532808
1186,0,1,51,0,0,-1,13,0,-1,3.375,4.076923077,0.490104988,0.784460987,0.821208812,1.072726533
1187,0,1,73,1,0,-1,4,0,-1,1,2.923076923,-0.473905312,-0.758531819,-0.991643995,-1.579085055
1188,0,1,32,0,0,-1,8,0,-1,2.5,4.384615385,0.635648429,1.017417504,1.304636227,0.095743316
1189,0,1,51,0,0,-1,8,0,-1,2.5,4,0.413181911,0.661338076,0.700351958,0.095743316
1190,0,1,53,1,0,-1,7,0,-1,2,2.923076923,-0.644588329,-1.031726689,-0.991643995,-0.462532808
1191,0,3,51,0,0,-1,10,0,-1,2.625,4.307692308,0.720874219,1.153829719,1.183779373,0.235312347
1192,0,1,26,0,0,-1,18,0,-1,3.25,4.692307692,0.892135832,1.427950687,1.788063642,0.933157502
1193,0,1,64,0,0,-1,8,0,-1,2.625,3.076923077,-0.39895105,-0.63856019,-0.749930288,0.235312347
1194,0,3,52,0,0,-1,9,0,-1,2.5,3,-0.578283938,-0.925600023,-0.870787141,0.095743316
1195,0,3,34,0,0,-1,4,0,-1,3,3.538461538,-0.193437115,-0.309615029,-0.024789165,0.65401944
1197,0,1,51,0,0,-1,8,0,-1,2.75,4.230769231,0.643951142,1.030706808,1.062922519,0.374881378
1198,0,3,42,0,0,-1,7,0,-1,2.625,4.615384615,0.951759169,1.523383672,1.667206788,0.235312347
1199,0,3,29,0,0,-1,4,0,-1,3.5,4,0.225430592,0.360823719,0.700351958,1.212295564
1200,0,1,63,1,0,-1,5,0,-1,2,2.846153846,-0.636169897,-1.018252165,-1.112500849,-0.462532808
1201,0,3,48,0,0,-1,6,0,-1,3,3.615384615,0.002964074,0.004744291,0.096067689,0.65401944
1203,0,1,58,1,0,-1,12,0,-1,2.25,4.538461538,1.013467041,1.622153158,1.546349935,-0.183394746
1204,0,3,55,0,0,-1,8,0,-1,2.75,3.230769231,-0.321912254,-0.51525206,-0.50821658,0.374881378
1205,0,1,64,1,1,0,8,0, ,2.875,2.846153846,-0.627635747,-1.004592421,-1.112500849,0.514450409
1206,0,3,72,1,0,-1,4,0,-1,1,4.076923077,0.671406691,1.074652101,0.821208812,-1.579085055
1207,0,3,61,1,0,-1,9,0,-1,1.25,3.230769231,-0.268622815,-0.429957097,-0.50821658,-1.299946994
1208,0,3,62,0,0,-1,5,0,-1,1.875,3.769230769,0.27628834,0.442226521,0.337781397,-0.602101839
1209,0,2,21,0,0,-1,5,0,-1,3.5,2.769230769,-1.073611845,-1.718420803,-1.233357703,1.212295564
1210,0, ,27,0,0,-1,5,0,-1,2.875,2.923076923,-0.868560786,-1.39021652,-0.991643995,0.514450409
1211,0,3,55,0,0,-1,11,0,-1,3.125,3.923076923,0.370395438,0.592854139,0.579495104,0.793588471
1212,0,3,34,0,0,-1,6,0,-1,3,3.230769231,-0.501129423,-0.802106672,-0.50821658,0.65401944
1213,0,1,42,0,0,-1,8,0,-1,2.25,3.153846154,-0.509779293,-0.815951636,-0.629073434,-0.183394746
1214,0,3,44,0,0,-1,12,0,-1,2.75,3.307692308,-0.338864837,-0.542386327,-0.387359726,0.374881378
1215,0,1,21,0,0,-1,9,0,-1,3.625,3.923076923,0.080234308,0.128422861,0.579495104,1.351864595
1216,0,3,45,0,0,-1,14,0,-1,1.625,4.615384615,0.977361622,1.564362902,1.667206788,-0.881239901
1217,0,1,42,0,0,-1,14,0,-1,2.875,4.076923077,0.41329763,0.661523295,0.821208812,0.514450409
1218,0,3,67,0,0,-1,6,0,-1,2.625,3.307692308,-0.142579367,-0.228212227,-0.387359726,0.235312347
1219,0,1,61,0,0,-1,11,0,-1,3.375,3.230769231,-0.270707349,-0.433293599,-0.50821658,1.072726533
1220,0,1,59,0,0,-1,5,0,-1,2.75,3.384615385,-0.133929497,-0.214367264,-0.266502872,0.374881378
1221,0,3,52,0,0,-1,10,0,-1,1.625,2.846153846,-0.732130092,-1.171845845,-1.112500849,-0.881239901
1222,0,1,47,1,0,-1,5,0,-1,2.375,2.384615385,-1.234254773,-1.975545526,-1.837641972,-0.043825715
1223,0,3,57,1,0,-1,7,0,-1,2.375,3.923076923,0.389548274,0.623510127,0.579495104,-0.043825715
1224,0,2,54,0,0,-1,5,0,-1,2.375,2.538461538,-1.022754098,-1.637018001,-1.595928264,-0.043825715
1225,0,3,50,1,0,-1,14,0,-1,3.375,3.769230769,0.175963064,0.281646101,0.337781397,1.072726533
1226,0,1,36,1,0,-1,20,0,-1,2.75,3.769230769,0.056484952,0.090409693,0.337781397,0.374881378
1227,0,1,25,0,0,-1,14,0,-1,3.25,3.923076923,0.114370912,0.183061835,0.579495104,0.933157502
1228,0,1,27,0,0,-1,4,0,-1,3.25,3.461538462,-0.330099248,-0.528356144,-0.145646019,0.933157502
1229,0,3,34,0,0,-1,7,0,-1,3.125,3.615384615,-0.116514038,-0.186492118,0.096067689,0.793588471
1230,0,3,36,0,0,-1,12,0,-1,3.875,3.384615385,-0.330214967,-0.528541364,-0.266502872,1.631002657
1231,0,3,41,0,0,-1,5,0,-1,5,2.923076923,-0.749082674,-1.198980112,-0.991643995,2.887123936
1232,0,3,44,0,0,-1,20,1,-1,2.125,3.769230769,0.122673625,0.196351139,0.337781397,-0.322963777
1233,0,1,37,0,0,-1,16,0,-1,3.25,4.846153846,1.139857645,1.824453687,2.02977735,0.933157502
1234,0,2,61,0,0,-1,9,0,-1,2.125,3.461538462,-0.039938118,-0.063924866,-0.145646019,-0.322963777
1235,0,3,56,0,0,-1,7,0,-1,3.25,3.461538462,-0.082608873,-0.132223583,-0.145646019,0.933157502
1236,0,3,52,0,0,-1,9,0,-1,1,3.076923077,-0.501360861,-0.802477112,-0.749930288,-1.579085055
1237,0,3,48,1,0,-1,12,0,-1,2.25,3.692307692,0.081971686,0.131203703,0.216924543,-0.183394746
1238,0,3,26,0,0,-1,9,0,-1,3.125,4.692307692,0.892135832,1.427950687,1.788063642,0.793588471
1239,0,3,45,0,0,-1,10,0,-1,3.75,3.076923077,-0.561099917,-0.898095316,-0.749930288,1.491433626
1240,0,2,52,1,0,-1,5,0,-1,2.125,3.692307692,0.116108289,0.185842677,0.216924543,-0.322963777
1241,0,2,58,0,0,-1,4,0,-1,3.25,4.307692308,0.780613275,1.249447924,1.183779373,0.933157502
1243,0,1,43,0,0,-1,13,0,-1,2.625,3.230769231,-0.424322065,-0.679168981,-0.50821658,0.235312347
1244,0,2,54,0,0,-1,4,0,-1,1,4.076923077,0.515707441,0.825440217,0.821208812,-1.579085055
1245,0,3,54,0,0,-1,4,0,-1,2.125,3.846153846,0.28493821,0.456071484,0.45863825,-0.322963777
1246,0,3,61,0,0,-1,9,0,-1,1.125,3.230769231,-0.270707349,-0.433293599,-0.50821658,-1.439516025
1247,0,1,32,1,0,-1,15,0,-1,3.428571429,4.230769231,0.48388681,0.774508184,1.062922519,1.132541832
1248,0,1,34,0,0,-1,7,0,-1,2.25,3.384615385,-0.347283269,-0.555860851,-0.266502872,-0.183394746
1249,0,3,55,0,0,-1,13,0,-1,2.5,3.538461538,-0.014219947,-0.022760416,-0.024789165,0.095743316
1250,0,1,58,0,0,-1,5,0,-1,3.75,3.230769231,-0.296309802,-0.474272829,-0.50821658,1.491433626
1251,0,3,63,0,0,-1,5,0,-1,1.75,3.538461538,0.05405326,0.086517532,-0.024789165,-0.74167087
